reviewText,classification
"My S3 did not recognize card when it was formatted exFAT.  S3 seems to have problem supporting exFAT format in higher capacity like 32gb or 64gb.When I inserted the SD card, it just kept saying that SD card was ""damaged"" and I just got stuck on ""Unmounting SD card"" screen when I tried to format it on my phone.I just manually formatted the SD card to FAT32 in Windows 8 and inserted it into my phone.It runs smooth now.  Seems like a lot of people are having trouble to get the SanDisk 64gb to work in S3.  Hope this helps.",5
"awesome large SD card for all mobile devices, enough room for all my music and even a few movies, buy it!!!",5
Lighting fast card and very well priced. came with backup software that allows your phone to be backed up to either a cloud service or to the sd card.,5
great price for such a super big storage. works well and so far no problem. will highly recommend for smartphones and tablets.,5
So far i haven't had any issues. It's working and is compatible with my phone. Quick shipping. Im satisfied with my purchase,5
"Absolutely great addition to my Note2. Provides plenty of fast storage. If you consider it, just buy it. Enough said - HIGHLY RECOMMENDED !!",5
I purchased this to use in my Samsung camera and it works great. I take picture and videos with the camera with no issues.,5
I don't know why but I just needed some space. This provided me with the space to put all my extra stuff that does not physically exist...but it exists in the realm of awesome stuff. I have space now. It worked great. I have more memory now. oh joy.,5
It does the job without any issue. I use it on my Microsoft Surface Pro Tablet. Fast and reliable. I would recommend it.,5
"This will be a very unscientific review as I did not conduct any benchmarks.Purchased this card for my Galaxy Note 2 since T-Mobile only offered the 16GB version of the phone.Review:I researched this purchase prior to buying it on Amazon so I was somewhat hesitant to purchase this card and have to jump through hoops to get it recognized by my Galaxy Note 2.When the card arrived I immediately put it into my phone.  The card was instantly recognized and the phone booted up and mounted the SD Card without any prompting.Boot seemed very fast, faster than the stock card that came with my phone.  Again, unscientifically, this card seems much much faster than my old card.  All my movies and photos seem to come up quickly without much delay.My usable space reported is 59.45GB.I highly recommend this card to anyone.  It is extremely fast and very easy to use (for my Galaxy Note 2 phone at least).Pros:-Phone boots faster-A lot of space to store movies, music and pictures-Worked the first time I plugged it in without any special hoops to jump throughCons:-None",5
"Works like a dream with my S3 smartphone, used for camera pics storage, videos and music; really enhances the capability and flexibility of any device with the slot.",5
I got this for my phone and it is working well as storage for my music and images.  I would order this again if I needed another.,5
"Holds stuff, and if you need anything further for a review then I am sorry. If you dont know that this is a memory card and hold stuff then I would recommend checking out something by Fisher Price.",5
It does what is expectected. I bougth it to use with my GoPro and it works perfectly! I recommend it!,5
"As always, this memory card just works.  I've used SanDisk products for over a dozen years and they have always worked when needed. More often, I've outgrown their capacities then worn them out.I'm happy so far.",5
I bought this to use in my Samsung Galaxy S4 and it works great.  Transfer speed is excellent and it is completely plug-and-play compatible with my device.,5
"Very fast card in my SGS3.  Sandisk always makes quality cards.  I always get read/write speeds of at least 14MB/s and 22MB/s with this card (see my uploaded pic).  Card hasn't given me any problems.  Reliable, fast, great price.  A++!!!",5
"I bought this as a gift for the hubby and he seems quite well happy with it. It hasn't given him any issues, and he certainly uses a lot of information/media on his smartphone since he is a techie lol",5
"I never thought I could have a 64 GB memory like this one, this is awesome; especially when you have a tablet. I'm using it on a Asus TF300T and it's working flawless. A piece of advise, since current tablets are not supposed to handle these, leave the format as exFAT, do not format it to FAT32 or NTFS.",5
"For the price, this helps speed up my phone significantly by freeing up memory used by the camera and apps.",5
"I've had this memory card in my S3 for the past few months without any issues. The only problem I've had with this was when I initially copied the 30GB of data from my old card to this card. I had this connected to my laptop using a MicroSD USB adapter and the copies kept failing. I figured out that the card was overheating when writing a lot of data. I was able to copy the data by pointing a small desk fan towards the card adapter during the file copy process. That being said, I don't have any read/write problems due to overheating with the card installed in my phone. I've copied over a couple of gigs of movies to watch on some trips with the card installed in the phone without any failures. It may be that heat issue only occurs after pushing &#62;3GB of data at a time. The largest movie I copied to the phone was 2GB. Most of the other movies are just over a gig.The only prep work for use in my phone was the initial format when it was first installed. The card was recognized prior to the formatting but I had seen where others had read/write issues so the format was a preemptive move.",5
